PROGRAMA_ID;SNIES;PLAN_ESTUDIOS;PROGRAMA_ACADEMICO;FACULTAD;PERSONA_ID_FK
1607;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1607
1608;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1608
1609;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1609
1610;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1610
1611;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1611
1612;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1612
1613;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1613
1614;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1614
1615;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1615
1616;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1616
1617;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1617
1618;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1618
1619;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1619
1620;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1620
1621;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1621
1622;108803;7010;TECNOLOGÍA EN PRODUCCIÓN DE EVENTOS;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1622
1623;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1623
1624;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1624
1625;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1625
1626;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1626
1627;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1627
1628;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1628
1629;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1629
1630;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1630
1631;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1631
1632;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1632
1633;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;1633
1634;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1634
1635;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1635
1636;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1636
1637;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1637
1638;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1638
1639;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1639
1640;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;1640
1641;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1641
1642;1749;310;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;1642
1643;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1643
1644;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1644
1645;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1645
1646;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1646
1647;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1647
1648;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1648
1649;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1649
1650;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1650
1651;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1651
1652;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1652
1653;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1653
1654;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1654
1655;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1655
1656;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;1656
1657;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;1657
1658;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1658
1659;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;1659
1660;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1660
1661;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1661
1662;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1662
1663;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1663
1664;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1664
1665;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;1665
1666;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1666
1667;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1667
1668;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1668
1669;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1669
1670;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1670
1671;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1671
1672;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1672
1673;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1673
1674;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1674
1675;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1675
1676;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1676
1677;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1677
1678;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1678
1679;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1679
1680;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1680
1681;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1681
1682;1752;409;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;1682
1683;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1683
1684;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1684
1685;107648;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1685
1686;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1686
1687;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1687
1688;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1688
1689;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1689
1690;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1690
1691;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1691
1692;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1692
1693;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1693
1694;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;1694
1695;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1695
1696;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1696
1697;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1697
1698;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;1698
1699;2937;9210;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1699
1700;54149;2511;TÉCNICA PROFESIONAL EN MASOTERAPIA;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1700
1701;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1701
1702;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1702
1703;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1703
1704;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1704
1705;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1705
1706;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1706
1707;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1707
1708;55167;2010;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1708
1709;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1709
1710;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1710
1711;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1711
1712;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1712
1713;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;1713
1714;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1714
1715;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1715
1716;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1716
1717;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1717
1718;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1718
1719;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1719
1720;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;1720
1721;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1721
1722;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1722
1723;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1723
1724;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1724
1725;1749;309;TECNOLOGÍA EN COSTOS Y AUDITORÍA;FACULTAD DE ADMINISTRACIÓN;1725
1726;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1726
1727;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1727
1728;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1728
1729;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1729
1730;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1730
1731;110348;7610;INGENIERÍA EN AUTOMATIZACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;1731
1732;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1732
1733;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;1733
1734;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1734
1735;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1735
1736;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1736
1737;2937;9210;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1737
1738;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;1738
1739;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1739
1740;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1740
1741;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1741
1742;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1742
1743;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1743
1744;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1744
1745;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1745
1746;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1746
1747;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1747
1748;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1748
1749;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1749
1750;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1750
1751;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1751
1752;1751;111;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;1752
1753;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1753
1754;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;1754
1755;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1755
1756;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1756
1757;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1757
1758;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1758
1759;102933;6510;TECNOLOGÍA EN INFRAESTRUCTURA DE TELECOMUNICACIONES;FACULTAD DE INGENIERÍA;1759
1760;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1760
1761;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1761
1762;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1762
1763;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1763
1764;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1764
1765;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1765
1766;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1766
1767;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1767
1768;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1768
1769;53587;2412;TECNOLOGÍA EN SISTEMATIZACIÓN DE DATOS (CICLOS PROPEDÉUTICOS);FACULTAD DE INGENIERÍA;1769
1770;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1770
1771;55167;2011;COMUNICACIÓN AUDIOVISUAL;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1771
1772;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1772
1773;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1773
1774;1751;113;TECNOLOGÍA EN CONSTRUCCIONES CIVILES;FACULTAD DE INGENIERÍA;1774
1775;1752;409;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;1775
1776;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1776
1777;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1777
1778;109436;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1778
1779;108803;7010;TECNOLOGÍA EN PRODUCCIÓN DE EVENTOS;FACULTAD DE COMUNICACIÓN AUDIOVISUAL;1779
1780;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1780
1781;2541;9109;INGENIERÍA EN INSTRUMENTACIÓN Y CONTROL;FACULTAD DE INGENIERÍA;1781
1782;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1782
1783;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1783
1784;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1784
1785;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1785
1786;2540;9011;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1786
1787;1752;409;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;1787
1788;1755;609;TECNOLOGÍA INDUSTRIAL;FACULTAD DE ADMINISTRACIÓN;1788
1789;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1789
1790;2714;1110;TECNOLOGÍA EN SEGURIDAD E HIGIENE OCUPACIONAL;FACULTAD DE INGENIERÍA;1790
1791;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1791
1792;108620;8810;ADMINISTRACIÓN PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1792
1793;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1793
1794;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1794
1795;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1795
1796;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1796
1797;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1797
1798;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1798
1799;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1799
1800;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1800
1801;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1801
1802;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1802
1803;2937;9209;INGENIERÍA DE PRODUCTIVIDAD  Y CALIDAD;FACULTAD DE ADMINISTRACIÓN;1803
1804;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1804
1805;1752;410;TECNOLOGÍA EN INSTRUMENTACIÓN INDUSTRIAL;FACULTAD DE INGENIERÍA;1805
1806;3347;8310;INGENIERÍA EN HIGIENE Y SEGURIDAD OCUPACIONAL;FACULTAD DE INGENIERÍA;1806
1807;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1807
1808;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1808
1809;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1809
1810;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1810
1811;3348;8210;INGENIERÍA INFORMÁTICA;FACULTAD DE INGENIERÍA;1811
1812;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1812
1813;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1813
1814;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1814
1815;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1815
1816;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1816
1817;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1817
1818;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1818
1819;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1819
1820;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1820
1821;4206;9710;ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;FACULTAD DE CIENCIAS AGRARIAS;1821
1822;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1822
1823;108270;8710;INGENIERÍA EN SEGURIDAD Y SALUD EN EL TRABAJO;FACULTAD DE INGENIERÍA;1823
1824;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1824
1825;3689;9511;INGENIERÍA CIVIL;FACULTAD DE INGENIERÍA;1825
1826;5243;8610;INGENIERÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1826
1827;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1827
1828;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1828
1829;3801;8409;LICENCIATURA EN EDUCACIÓN BÁSICA CON ÉNFASIS EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPROTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1829
1830;108727;7510;LICENCIATURA EN EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1830
1831;2540;9010;CONTADURÍA PÚBLICA;FACULTAD DE ADMINISTRACIÓN;1831
1832;3729;8009;PROFESIONAL EN DEPORTE;FACULTAD DE EDUCACIÓN FÍSICA, RECREACIÓN Y DEPORTE;1832
1833;2859;210;TECNOLOGÍA AGROPECUARIA;FACULTAD DE CIENCIAS AGRARIAS;1833
